chr	coordinate	ORF	internal	flag
chrVI	238410	YFR042W	0	0
chrVI	239854	YFR043C	0	0
chrVI	241455	YFR044C	0	0
chrVI	241982	YFR045W	0	0
chrVI	245202	YFR047C	0	0
chrVI	246080	YFR048W	0	0
chrVI	248361	YFR049W	0	0
chrVI	249919	YFR050C	0	0
chrVI	251875	YFR051C	0	0
chrVI	252465	YFR052W	0	0
chrVI	255145	YFR053C	0	0
chrVI	264157	YFR055W	0	0
chrVII	2784	YGL263W	0	0
chrVII	10437	YGL258W	0	0
chrVII	14432	YGL257C	0	0
chrVII	14466	YGL256W	0	0
chrVII	20933	YGL255W	0	0
chrVII	22295	YGL254W	0	0
chrVII	23888	YGL253W	0	0
chrVII	27522	YGL252C	0	0
chrVII	30187	YGL251C	1	0
chrVII	31869	YGL250W	0	0
chrVII	35524	YGL248W	0	0
chrVII	36921	YGL247W	0	0
chrVII	38820	YGL246C	0	0
chrVII	39008	YGL245W	0	0
chrVII	41442	YGL244W	0	0
chrVII	45252	YGL242C	0	0
chrVII	45439	YGL241W	0	0
chrVII	48594	YGL240W	0	0
chrVII	49549	YGL238W	0	0
chrVII	53291	YGL237C	1	0
chrVII	56108	YGL236C	0	0
chrVII	56464	YGL234W	0	0
chrVII	59093	YGL233W	0	0
chrVII	62045	YGL232W	0	0
chrVII	63640	YGL231C	0	0
chrVII	64285	YGL230C	0	0
chrVII	67188	YGL229C	0	0
chrVII	67544	YGL228W	0	0
chrVII	69629	YGL227W	0	0
chrVII	73198	YGL226C-A	0	0
chrVII	73335	YGL226W	0	0
chrVII	76853	YGL225W	0	0
chrVII	78956	YGL224C	0	0
chrVII	80378	YGL223C	0	0
chrVII	81264	YGL222C	0	0
chrVII	82311	YGL221C	0	0
chrVII	82457	YGL220W	1	0
chrVII	84284	YGL219C	0	0
chrVII	84618	YGL216W	0	0
chrVII	87509	YGL215W	0	0
chrVII	91283	YGL213C	0	0
chrVII	91391	YGL212W	0	0
chrVII	92509	YGL211W	0	0
chrVII	93752	YGL210W	0	0
chrVII	95811	YGL209W	0	0
chrVII	97290	YGL208W	0	0
chrVII	98876	YGL207W	0	0
chrVII	107576	YGL206C	0	0
chrVII	114741	YGL203C	0	0
chrVII	115930	YGL202W	0	0
chrVII	120959	YGL201C	0	0
chrVII	123329	YGL200C	0	0
chrVII	123584	YGL198W	0	0
chrVII	124529	YGL197W	0	0
chrVII	129818	YGL196W	0	0
chrVII	131482	YGL195W	0	0
chrVII	140152	YGL194C-A	0	0
chrVII	141806	YGL194C	0	0
chrVII	144705	YGL191W	0	0
chrVII	147934	YGL190C	0	0
chrVII	148644	YGL189C	1	1
chrVII	148979	YGL188C-A	0	0
chrVII	150634	YGL187C	0	0
chrVII	152801	YGL186C	0	0
chrVII	154315	YGL185C	0	0
chrVII	157859	YGL181W	0	0
chrVII	159884	YGL180W	0	0
chrVII	165170	YGL179C	0	0
chrVII	167798	YGL178W	1	0
chrVII	173128	YGL176C	0	0
chrVII	174528	YGL174W	0	0
chrVII	180445	YGL173C	0	0
chrVII	180668	YGL172W	0	0
chrVII	182354	YGL171W	0	0
chrVII	186000	YGL169W	0	0
chrVII	190844	YGL167C	0	0
chrVII	191108	YGL166W	0	0
chrVII	193311	YGL164C	0	0
chrVII	197876	YGL162W	0	0
chrVII	200251	YGL161C	0	0
chrVII	200453	YGL160W	0	0
chrVII	202698	YGL159W	0	0
chrVII	208957	YGL157W	0	0
chrVII	210323	YGL156W	0	0
chrVII	214029	YGL155W	0	0
chrVII	216100	YGL154C	0	0
chrVII	216211	YGL153W	0	0
chrVII	217469	YGL151W	0	0
chrVII	225793	YGL150C	0	0
chrVII	226367	YGL148W	0	0
chrVII	228346	YGL147C	0	0
chrVII	229845	YGL146C	0	0
chrVII	230173	YGL145W	0	0
chrVII	234528	YGL144C	0	0
chrVII	235977	YGL143C	0	0
chrVII	238156	YGL142C	0	0
chrVII	238335	YGL141W	0	0
chrVII	245199	YGL140C	0	0
chrVII	245402	YGL139W	0	0
chrVII	249841	YGL137W	0	0
chrVII	253908	YGL136C	0	0
chrVII	254577	YGL135W	0	0
chrVII	255545	YGL134W	0	0
chrVII	257514	YGL133W	0	0
chrVII	265931	YGL131C	0	0
chrVII	266103	YGL130W	0	0
chrVII	269122	YGL129C	0	0
chrVII	270160	YGL128C	0	0
chrVII	270810	YGL127C	0	0
chrVII	270938	YGL126W	0	0
chrVII	276744	YGL124C	0	0
chrVII	277519	YGL123W	0	0
chrVII	280569	YGL122C	0	0
chrVII	281283	YGL121C	0	0
chrVII	283968	YGL120C	0	0
chrVII	284417	YGL119W	0	0
chrVII	288426	YGL117W	0	0
chrVII	289668	YGL116W	0	0
chrVII	291912	YGL115W	0	0
chrVII	293419	YGL114W	0	0
chrVII	295896	YGL113W	0	0
chrVII	299764	YGL112C	0	0
chrVII	299957	YGL111W	0	0
chrVII	303418	YGL110C	0	0
chrVII	304108	YGL108C	0	0
chrVII	306292	YGL107C	0	0
chrVII	306531	YGL106W	0	0
chrVII	307414	YGL105W	0	0
chrVII	310189	YGL104C	0	0
chrVII	310951	YGL103W	0	0
chrVII	312165	YGL101W	0	0
chrVII	313197	YGL100W	0	0
chrVII	314611	YGL099W	0	0
chrVII	317292	YGL098W	0	0
chrVII	321716	YGL097W	0	0
chrVII	330657	YGL095C	0	0
chrVII	334660	YGL094C	0	0
chrVII	334848	YGL093W	0	0
chrVII	337813	YGL092W	0	0
chrVII	343063	YGL091C	0	0
chrVII	343287	YGL090W	0	0
chrVII	346947	YGL087C	0	0
chrVII	347187	YGL086W	1	0
chrVII	349572	YGL085W	0	0
chrVII	352344	YGL084C	0	0
chrVII	352990	YGL083W	0	0
chrVII	355737	YGL082W	0	0
chrVII	358615	YGL080W	0	0
chrVII	359416	YGL079W	0	0
chrVII	361903	YGL078C	0	0
chrVII	364038	YGL077C	0	0
chrVII	366132	YGL076C	0	0
chrVII	368283	YGL075C	0	0
chrVII	368668	YGL073W	0	0
chrVII	371563	YGL071W	0	0
chrVII	374852	YGL070C	0	0
chrVII	375040	YGL068W	0	0
chrVII	376013	YGL067W	0	0
chrVII	377418	YGL066W	0	0
chrVII	381327	YGL065C	0	0
chrVII	383215	YGL064C	0	0
chrVII	383426	YGL063W	0	0
chrVII	385054	YGL062W	0	0
chrVII	389779	YGL061C	0	0
chrVII	389935	YGL060W	0	0
chrVII	392183	YGL059W	0	0
chrVII	393926	YGL058W	0	0
chrVII	395789	YGL057C	1	0
chrVII	397728	YGL056C	0	0
chrVII	398566	YGL055W	0	0
chrVII	401352	YGL054C	0	0
chrVII	402513	YGL053W	0	0
chrVII	405742	YGL050W	0	0
chrVII	409765	YGL049C	0	0
chrVII	411308	YGL048C	0	0
chrVII	411465	YGL047W	0	0
chrVII	414013	YGL045W	0	0
chrVII	417262	YGL044C	0	0
chrVII	417461	YGL043W	0	0
chrVII	418814	YGL041W-A	0	0
chrVII	420631	YGL040C	0	0
chrVII	423849	YGL039W	0	0
chrVII	426955	YGL038C	0	0
chrVII	428022	YGL037C	0	0
chrVII	433167	YGL035C	0	0
chrVII	436887	YGL032C	0	0
chrVII	437933	YGL031C	1	1
chrVII	439033	YGL030W	0	0
chrVII	440025	YGL029W	0	0
chrVII	443065	YGL028C	0	0
chrVII	446164	YGL027C	0	0
chrVII	448553	YGL026C	0	0
chrVII	449995	YGL025C	0	0
chrVII	452142	YGL023C	0	0
chrVII	452339	YGL022W	0	0
chrVII	454828	YGL021W	1	0
chrVII	457920	YGL020C	0	0
chrVII	458080	YGL019W	0	0
chrVII	459699	YGL018C	0	0
chrVII	459827	YGL017W	0	0
chrVII	461610	YGL016W	0	0
chrVII	465747	YGL014W	0	0
chrVII	472425	YGL013C	0	0
chrVII	472818	YGL012W	0	0
chrVII	475283	YGL011C	0	0
chrVII	475495	YGL010W	0	0
chrVII	478727	YGL009C	0	0
chrVII	482902	YGL008C	0	0
chrVII	483182	YGL007C-A	0	0
chrVII	485515	YGL006W	0	0
chrVII	490576	YGL005C	0	0
chrVII	491957	YGL004C	0	0
chrVII	494277	YGL003C	0	0
chrVII	494469	YGL002W	0	0
chrVII	496572	YGL001C	0	0
chrVII	498043	YGR001C	0	0
chrVII	499937	YGR002C	0	0
chrVII	500130	YGR003W	0	0
chrVII	502875	YGR004W	0	0
chrVII	505892	YGR005C	0	0
chrVII	506065	YGR006W	0	0
chrVII	506938	YGR007W	0	0
chrVII	508451	YGR008C	0	0
chrVII	511045	YGR009C	0	0
chrVII	511428	YGR010W	0	0
chrVII	513130	YGR012W	0	0
chrVII	514531	YGR013W	0	0
chrVII	516687	YGR014W	0	0
chrVII	522078	YGR015C	0	0
chrVII	522238	YGR016W	0	0
chrVII	523615	YGR017W	0	0
chrVII	525191	YGR019W	0	0
chrVII	527393	YGR020C	0	0
chrVII	527619	YGR021W	0	0
chrVII	529107	YGR023W	0	0
chrVII	532603	YGR024C	0	0
chrVII	532845	YGR026W	0	0
chrVII	534838	YGR027C	0	0
chrVII	542178	YGR028W	0	0
chrVII	543553	YGR029W	0	0
chrVII	546172	YGR030C	0	0
chrVII	546369	YGR031W	0	0
chrVII	548102	YGR032W	0	0
chrVII	555097	YGR033C	0	0
chrVII	555785	YGR034W	0	0
chrVII	557512	YGR035C	0	0
chrVII	559033	YGR036C	0	0
chrVII	560042	YGR037C	0	0
chrVII	560544	YGR038W	0	0
chrVII	575145	YGR040W	0	0
chrVII	577126	YGR041W	0	0
chrVII	579457	YGR042W	0	0
chrVII	581691	YGR043C	0	0
chrVII	583967	YGR044C	0	0
chrVII	584765	YGR046W	0	0
chrVII	589482	YGR047C	0	0
chrVII	589771	YGR048W	0	0
chrVII	591265	YGR049W	0	0
chrVII	593465	YGR052W	0	0
chrVII	595952	YGR053C	0	0
chrVII	596522	YGR054W	0	0
chrVII	599367	YGR055W	0	0
chrVII	601571	YGR056W	0	0
chrVII	605574	YGR057C	0	0
chrVII	606105	YGR058W	0	0
chrVII	610518	YGR060W	0	0
chrVII	616002	YGR061C	0	0
chrVII	617286	YGR062C	0	0
chrVII	617831	YGR063C	0	0
chrVII	619984	YGR065C	0	0
chrVII	627157	YGR068C	0	0
chrVII	627766	YGR070W	0	0
chrVII	634136	YGR071C	0	0
chrVII	634264	YGR072W	0	0
chrVII	635679	YGR074W	0	0
chrVII	636915	YGR075C	0	0
chrVII	637628	YGR076C	0	0
chrVII	639521	YGR077C	0	0
chrVII	640402	YGR078C	0	0
chrVII	640824	YGR079W	1	0
chrVII	641980	YGR080W	0	0
chrVII	643809	YGR081C	0	0
chrVII	643997	YGR082W	0	0
chrVII	646890	YGR083C	0	0
chrVII	648089	YGR084C	1	0
chrVII	648930	YGR085C	0	0
chrVII	650725	YGR086C	0	0
chrVII	653275	YGR087C	0	0
chrVII	654714	YGR088W	1	1
chrVII	656680	YGR089W	0	0
chrVII	662081	YGR090W	0	0
chrVII	666271	YGR091W	0	0
chrVII	668127	YGR092W	0	0
chrVII	670322	YGR093W	0	0
chrVII	672222	YGR094W	1	0
chrVII	676384	YGR095C	0	0
chrVII	676549	YGR096W	0	0
chrVII	678466	YGR097W	0	0
chrVII	687708	YGR098C	0	0
chrVII	687834	YGR099W	0	0
chrVII	690105	YGR100W	0	0
chrVII	693341	YGR101W	0	0
chrVII	695141	YGR102C	0	0
chrVII	695366	YGR103W	0	0
chrVII	698436	YGR104C	0	0
chrVII	698550	YGR105W	0	0
chrVII	699843	YGR106C	0	0
chrVII	703418	YGR108W	0	0
chrVII	706580	YGR109C	0	0
chrVII	715737	YGR111W	0	0
chrVII	717300	YGR112W	0	0
chrVII	718841	YGR113W	0	0
chrVII	720358	YGR116W	0	0
chrVII	726488	YGR117C	0	0
chrVII	726951	YGR118W	0	0
chrVII	729780	YGR119C	0	0
chrVII	730854	YGR120C	0	0
chrVII	733183	YGR121C	0	0
chrVII	733196	YGR121W-A	0	0
chrVII	733792	YGR122W	0	0
chrVII	738269	YGR123C	0	0
chrVII	739915	YGR124W	0	0
chrVII	742103	YGR125W	0	0
chrVII	745722	YGR126W	0	0
chrVII	746695	YGR127W	0	0
chrVII	750117	YGR128C	0	0
chrVII	750351	YGR129W	0	0
chrVII	753977	YGR130C	0	0
chrVII	754605	YGR131W	0	0
chrVII	756503	YGR132C	0	0
chrVII	756926	YGR133W	1	0
chrVII	757613	YGR134W	0	0
chrVII	761314	YGR135W	0	0
chrVII	762411	YGR136W	0	0
chrVII	765886	YGR138C	0	0
chrVII	767484	YGR140W	1	0
chrVII	770549	YGR141W	0	0
chrVII	772395	YGR142W	0	0
chrVII	774725	YGR143W	0	0
chrVII	780142	YGR144W	0	0
chrVII	781712	YGR145W	0	0
chrVII	785155	YGR146C	0	0
chrVII	785493	YGR146C-A	0	0
chrVII	786983	YGR147C	0	0
chrVII	787786	YGR148C	1	0
chrVII	788627	YGR149W	0	0
chrVII	793094	YGR150C	0	0
chrVII	795657	YGR152C	0	0
chrVII	796071	YGR153W	0	0
chrVII	798178	YGR154C	0	0
chrVII	798507	YGR155W	0	0
chrVII	800412	YGR156W	0	0
chrVII	802187	YGR157W	0	0
chrVII	806085	YGR158C	0	0
chrVII	807700	YGR159C	0	0
chrVII	809502	YGR161C	0	0
chrVII	810184	YGR161W-C	0	0
chrVII	824023	YGR162W	0	0
chrVII	827495	YGR163W	0	0
chrVII	829061	YGR165W	0	0
chrVII	830435	YGR166W	0	0
chrVII	832402	YGR167W	0	0
chrVII	834523	YGR168C	0	0
chrVII	835929	YGR169C	0	0
chrVII	836728	YGR169C-A	0	0
chrVII	837086	YGR170W	0	0
chrVII	842574	YGR171C	0	0
chrVII	843616	YGR172C	0	0
chrVII	843803	YGR173W	0	0
chrVII	846353	YGR174C	1	0
chrVII	846531	YGR174W-A	0	0
chrVII	848521	YGR175C	0	0
chrVII	850499	YGR177C	0	0
chrVII	853443	YGR178C	0	0
chrVII	854937	YGR179C	0	0
chrVII	856510	YGR180C	0	0
chrVII	858212	YGR181W	0	0
chrVII	859546	YGR183C	0	0
chrVII	866127	YGR184C	0	0
chrVII	867552	YGR185C	0	0
chrVII	867764	YGR186W	0	0
chrVII	871501	YGR187C	0	0
chrVII	875162	YGR188C	0	0
chrVII	878270	YGR189C	0	0
chrVII	880219	YGR191W	0	0
chrVII	883849	YGR192C	0	0
chrVII	885830	YGR193C	0	0
chrVII	887856	YGR194C	1	0
chrVII	888776	YGR195W	0	0
chrVII	892245	YGR196C	0	0
chrVII	894346	YGR197C	0	0
chrVII	894656	YGR198W	0	0
chrVII	897474	YGR199W	0	0
chrVII	902329	YGR200C	0	0
chrVII	903201	YGR201C	0	0
chrVII	905226	YGR203W	0	0
chrVII	905895	YGR204W	0	0
chrVII	909083	YGR205W	0	0
chrVII	910408	YGR206W	0	0
chrVII	911658	YGR207C	0	0
chrVII	911863	YGR208W	0	0
chrVII	913280	YGR209C	0	0
chrVII	914782	YGR210C	0	0
chrVII	915139	YGR211W	0	0
chrVII	917036	YGR212W	0	0
chrVII	919860	YGR213C	0	0
chrVII	920556	YGR214W	0	0
chrVII	922124	YGR215W	0	0
chrVII	924509	YGR216C	0	0
chrVII	924655	YGR217W	0	0
chrVII	932242	YGR218W	0	0
chrVII	936889	YGR220C	0	0
chrVII	939923	YGR222W	0	0
chrVII	942274	YGR223C	0	0
chrVII	945038	YGR225W	0	0
chrVII	947352	YGR227W	0	0
chrVII	951175	YGR229C	0	0
chrVII	952032	YGR230W	1	1
chrVII	953528	YGR231C	0	0
chrVII	953938	YGR232W	0	0
chrVII	958399	YGR233C	0	0
chrVII	959884	YGR234W	0	0
chrVII	962091	YGR235C	0	0
chrVII	965743	YGR237C	0	0
chrVII	968687	YGR238C	0	0
chrVII	970129	YGR239C	0	0
chrVII	973981	YGR240C	0	0
chrVII	976748	YGR241C	0	0
chrVII	977276	YGR243W	0	0
chrVII	979427	YGR244C	0	0
chrVII	982155	YGR245C	0	0
chrVII	984301	YGR246C	0	0
chrVII	984835	YGR247W	0	0
chrVII	987782	YGR249W	0	0
chrVII	993772	YGR250C	0	0
chrVII	995611	YGR251W	0	0
chrVII	996797	YGR252W	0	0
chrVII	999187	YGR253C	0	0
chrVII	1000890	YGR254W	0	0
chrVII	1004045	YGR255C	0	0
chrVII	1004566	YGR256W	0	0
chrVII	1007409	YGR257C	0	0
chrVII	1010794	YGR258C	0	0
chrVII	1012491	YGR260W	1	0
chrVII	1016786	YGR261C	0	0
chrVII	1017788	YGR262C	0	0
chrVII	1019302	YGR263C	0	0
chrVII	1021904	YGR264C	0	0
chrVII	1022592	YGR266W	0	0
chrVII	1025910	YGR267C	0	0
chrVII	1026679	YGR268C	0	0
chrVII	1026903	YGR270W	0	0
chrVII	1031768	YGR271W	0	0
chrVII	1038551	YGR271C-A	0	0
chrVII	1043116	YGR274C	0	0
chrVII	1043262	YGR275W	0	0
chrVII	1045494	YGR276C	0	0
chrVII	1046566	YGR277C	0	0
chrVII	1046721	YGR278W	0	0
chrVII	1050053	YGR279C	0	0
chrVII	1051759	YGR280C	0	0
chrVII	1052643	YGR281W	0	0
chrVII	1058748	YGR282C	0	0
chrVII	1060067	YGR283C	0	0
chrVII	1061639	YGR284C	0	0
chrVII	1063185	YGR285C	0	0
chrVII	1065050	YGR286C	0	0
chrVII	1069126	YGR287C	0	0
chrVII	1070301	YGR288W	1	1
chrVII	1076394	YGR292W	0	0
chrVII	1082736	YGR295C	0	0
chrVII	1084795	YGR296W	0	0
chrVIII	3350	YHL050C	0	0
chrVIII	4826	YHL049C	0	0
chrVIII	6391	YHL048W	0	0
chrVIII	10237	YHL047C	0	0
chrVIII	13538	YHL044W	0	0
chrVIII	15886	YHL042W	1	0
chrVIII	21009	YHL040C	0	0
chrVIII	21731	YHL039W	0	0
chrVIII	25544	YHL038C	0	0
chrVIII	26211	YHL036W	0	0
chrVIII	32854	YHL035C	0	0
chrVIII	34196	YHL034C	0	0
chrVIII	36045	YHL033C	0	0
chrVIII	38587	YHL032C	0	0
chrVIII	39497	YHL031C	0	0
chrVIII	40028	YHL030W	0	0
chrVIII	47989	YHL029C	0	0
chrVIII	48241	YHL028W	0	0
chrVIII	51013	YHL027W	0	0
chrVIII	54278	YHL026C	0	0
chrVIII	54792	YHL025W	0	0
chrVIII	56482	YHL024W	0	0
chrVIII	62599	YHL023C	0	0
chrVIII	65919	YHL021C	0	0
chrVIII	67540	YHL020C	0	0
chrVIII	69583	YHL019C	0	0
chrVIII	69693	YHL018W	0	0
chrVIII	70254	YHL017W	0	0
chrVIII	75382	YHL015W	0	0
chrVIII	77325	YHL014C	0	0
chrVIII	78344	YHL013C	1	0
chrVIII	81716	YHL011C	0	0
chrVIII	83771	YHL010C	0	0
chrVIII	85184	YHL009C	0	0
chrVIII	94650	YHL008C	0	0
chrVIII	98074	YHL007C	0	0
chrVIII	98858	YHL006C	0	0
chrVIII	99139	YHL004W	0	0
chrVIII	102017	YHL003C	0	0
chrVIII	102593	YHL002W	0	0
chrVIII	104255	YHL001W	0	0
chrVIII	106032	YHR001W	0	0
chrVIII	107760	YHR001W-A	0	0
chrVIII	108662	YHR002W	0	0
chrVIII	111336	YHR003C	0	0
chrVIII	113175	YHR004C	0	0
chrVIII	115003	YHR005C	0	0
chrVIII	115935	YHR005C-A	0	0
chrVIII	117781	YHR006W	0	0
chrVIII	121828	YHR007C	0	0
chrVIII	123624	YHR008C	0	0
chrVIII	125915	YHR009C	0	0
chrVIII	126486	YHR010W	0	0
chrVIII	127678	YHR011W	0	0
chrVIII	129460	YHR012W	0	0
chrVIII	131479	YHR013C	0	0
chrVIII	134532	YHR015W	0	0
chrVIII	138516	YHR016C	0	0
chrVIII	138686	YHR017W	0	0
chrVIII	141457	YHR018C	0	0
chrVIII	143600	YHR019C	0	0
chrVIII	143877	YHR020W	0	0
chrVIII	148738	YHR021C	0	0
chrVIII	149345	YHR021W-A	1	1
chrVIII	150786	YHR022C	0	0
chrVIII	151648	YHR023W	0	0
chrVIII	159222	YHR024C	0	0
chrVIII	159422	YHR025W	0	0
chrVIII	160729	YHR026W	0	0
chrVIII	164764	YHR027C	0	0
chrVIII	167448	YHR028C	0	0
chrVIII	168574	YHR029C	0	0
chrVIII	170371	YHR030C	0	0
chrVIII	173011	YHR031C	0	0
chrVIII	173217	YHR032W	0	0
chrVIII	178042	YHR034C	0	0
chrVIII	178194	YHR035W	0	0
chrVIII	180232	YHR036W	0	0
chrVIII	181925	YHR037W	0	0
chrVIII	184074	YHR038W	1	1
chrVIII	186919	YHR039C	0	0
chrVIII	187696	YHR039C-A	0	0
chrVIII	187908	YHR040W	0	0
chrVIII	190324	YHR041C	0	0
chrVIII	190503	YHR042W	0	0
chrVIII	193647	YHR043C	0	0
chrVIII	194825	YHR044C	0	0
chrVIII	195421	YHR045W	0	0
chrVIII	198316	YHR046C	0	0
chrVIII	201338	YHR047C	0	0
chrVIII	204505	YHR048W	0	0
chrVIII	206423	YHR049W	0	0
chrVIII	207490	YHR050W	0	0
chrVIII	209545	YHR051W	0	0
chrVIII	210817	YHR052W	0	0
chrVIII	212779	YHR053C	0	0
chrVIII	214777	YHR055C	0	0
chrVIII	217886	YHR056C	0	0
chrVIII	218859	YHR057C	0	0
chrVIII	219904	YHR058C	0	0
chrVIII	220056	YHR059W	0	0
chrVIII	220736	YHR060W	1	0
chrVIII	222674	YHR061C	0	0
chrVIII	223773	YHR062C	0	0
chrVIII	225199	YHR063C	0	0
chrVIII	227174	YHR064C	0	0
chrVIII	229075	YHR065C	0	0
chrVIII	229301	YHR066W	0	0
chrVIII	230937	YHR067W	0	0
chrVIII	232069	YHR068W	0	0
chrVIII	234672	YHR069C	0	0
chrVIII	234792	YHR070W	0	0
chrVIII	236647	YHR071W	0	0
chrVIII	239061	YHR072W	0	0
chrVIII	241607	YHR072W-A	0	0
chrVIII	242462	YHR073W	0	0
chrVIII	246155	YHR074W	0	0
chrVIII	249686	YHR075C	0	0
chrVIII	251074	YHR076W	0	0
chrVIII	255817	YHR077C	0	0
chrVIII	256332	YHR078W	0	0
chrVIII	261844	YHR079C	0	0
chrVIII	267058	YHR080C	0	0
chrVIII	267510	YHR081W	0	0
chrVIII	271957	YHR082C	0	0
chrVIII	272620	YHR083W	0	0
chrVIII	273857	YHR084W	0	0
chrVIII	276725	YHR085W	0	0
chrVIII	277939	YHR086W	0	0
chrVIII	280745	YHR087W	0	0
chrVIII	281468	YHR088W	0	0
chrVIII	283330	YHR089C	0	0
chrVIII	284633	YHR090C	0	0
chrVIII	286797	YHR091C	0	0
chrVIII	288886	YHR092C	0	0
chrVIII	292660	YHR094C	0	0
chrVIII	298746	YHR097C	0	0
chrVIII	302014	YHR098C	0	0
chrVIII	302685	YHR099W	0	0
chrVIII	314704	YHR100C	0	0
chrVIII	316211	YHR101C	0	0
chrVIII	316388	YHR102W	0	0
chrVIII	320239	YHR103W	0	0
chrVIII	323306	YHR104W	0	0
chrVIII	324669	YHR105W	0	0
chrVIII	325597	YHR106W	0	0
chrVIII	328094	YHR107C	0	0
chrVIII	328265	YHR108W	0	0
chrVIII	330295	YHR109W	0	0
chrVIII	332256	YHR110W	0	0
chrVIII	333038	YHR111W	0	0
chrVIII	335696	YHR112C	0	0
chrVIII	336343	YHR113W	1	0
chrVIII	338011	YHR114W	0	0
chrVIII	341494	YHR115C	0	0
chrVIII	341719	YHR116W	1	0
chrVIII	342317	YHR117W	0	0
chrVIII	345641	YHR118C	0	0
chrVIII	345808	YHR119W	0	0
chrVIII	349570	YHR120W	0	0
chrVIII	352676	YHR121W	0	0
chrVIII	353570	YHR122W	0	0
chrVIII	354757	YHR123W	0	0
chrVIII	360868	YHR127W	0	0
chrVIII	362068	YHR128W	0	0
chrVIII	364266	YHR129C	0	0
chrVIII	368134	YHR131C	0	0
chrVIII	369836	YHR132C	0	0
chrVIII	370023	YHR132W-A	0	0
chrVIII	371631	YHR133C	0	0
chrVIII	371775	YHR134W	1	1
chrVIII	374431	YHR135C	0	0
chrVIII	375008	YHR136C	1	0
chrVIII	375679	YHR137W	0	0
chrVIII	377710	YHR138C	0	0
chrVIII	382799	YHR141C	0	0
chrVIII	383423	YHR142W	0	0
chrVIII	385242	YHR143W	0	0
chrVIII	387203	YHR143W-A	0	0
chrVIII	388758	YHR144C	0	0
chrVIII	390265	YHR146W	0	0
chrVIII	393318	YHR147C	0	0
chrVIII	393511	YHR148W	0	0
chrVIII	396805	YHR149C	0	0
chrVIII	397173	YHR150W	0	0
chrVIII	401016	YHR151C	0	0
chrVIII	401340	YHR152W	0	0
chrVIII	402689	YHR153C	0	0
chrVIII	402934	YHR154W	0	0
chrVIII	407006	YHR155W	0	0
chrVIII	412438	YHR156C	0	0
chrVIII	412623	YHR157W	0	0
chrVIII	417312	YHR158C	0	0
chrVIII	417507	YHR159W	0	0
chrVIII	422414	YHR161C	0	0
chrVIII	422905	YHR162W	0	0
chrVIII	423718	YHR163W	0	0
chrVIII	437033	YHR165C	0	0
chrVIII	439161	YHR166C	0	0
chrVIII	439293	YHR167W	0	0
chrVIII	442132	YHR169W	0	0
chrVIII	443769	YHR170W	0	0
chrVIII	445700	YHR171W	0	0
chrVIII	448215	YHR172W	0	0
chrVIII	451297	YHR174W	0	0
chrVIII	452889	YHR175W	1	0
chrVIII	454108	YHR176W	0	0
chrVIII	456513	YHR177W	0	0
chrVIII	459249	YHR178W	0	0
chrVIII	462461	YHR179W	0	0
chrVIII	467228	YHR181W	0	0
chrVIII	468184	YHR182W	0	0
chrVIII	470883	YHR183W	0	0
chrVIII	480756	YHR186C	0	0
chrVIII	480955	YHR187W	0	0
chrVIII	483852	YHR188C	0	0
chrVIII	484796	YHR190W	0	0
chrVIII	486661	YHR191C	0	0
chrVIII	486790	YHR192W	0	0
chrVIII	488268	YHR193C	0	0
chrVIII	488586	YHR194W	0	0
chrVIII	490573	YHR195W	0	0
chrVIII	491877	YHR196W	0	0
chrVIII	493896	YHR197W	0	0
chrVIII	497280	YHR198C	0	0
chrVIII	498436	YHR199C	0	0
chrVIII	498890	YHR199C-A	0	0
chrVIII	499067	YHR200W	0	0
chrVIII	501178	YHR201C	0	0
chrVIII	502111	YHR202W	0	0
chrVIII	505569	YHR203C	0	0
chrVIII	506291	YHR204W	0	0
chrVIII	508918	YHR205W	0	0
chrVIII	512443	YHR206W	0	0
chrVIII	516525	YHR207C	0	0
chrVIII	517511	YHR208W	0	0
chrVIII	519404	YHR209W	0	0
chrVIII	521816	YHR210C	0	0
chrVIII	523057	YHR211W	0	0
chrVIII	541575	YHR214W	0	0
chrVIII	550990	YHR214C-D	0	0
chrVIII	551596	YHR214C-E	0	0
chrVIII	552059	YHR215W	0	0
chrVIII	554174	YHR216W	0	0
chrIX	26153	YIL169C	0	0
chrIX	34975	YIL164C	0	0
chrIX	37435	YIL162W	1	0
chrIX	39423	YIL161W	0	0
chrIX	41777	YIL159W	0	0
chrIX	46190	YIL158W	0	0
chrIX	47546	YIL157C	0	0
chrIX	47655	YIL156W-B	0	0
chrIX	53779	YIL155C	0	0
chrIX	55046	YIL154C	0	0
chrIX	55165	YIL153W	0	0
chrIX	56579	YIL152W	1	1
chrIX	60839	YIL151C	0	0
chrIX	62759	YIL150C	0	0
chrIX	68193	YIL149C	0	0
chrIX	68588	YIL148W	0	0
chrIX	73656	YIL147C	0	0
chrIX	77342	YIL145C	0	0
chrIX	77994	YIL144W	0	0
chrIX	83075	YIL143C	0	0
chrIX	83265	YIL142W	0	0
chrIX	85263	YIL140W	0	0
chrIX	89737	YIL138C	0	0
chrIX	92837	YIL137C	0	0
chrIX	93568	YIL136W	0	0
chrIX	96448	YIL135C	0	0
chrIX	97569	YIL134W	1	1
chrIX	99434	YIL133C	0	0
chrIX	100512	YIL132C	0	0
chrIX	102346	YIL131C	0	0
