ORF,Chr,ORF Start,ORF End,Strand,TSS,TTS,+1 nucleosome,-1 nucleosome,NDR Center,NDR Width
YIR032C,chrIX,415617,415030,-1,415682,414955,415653,416086,415870,286
YIR033W,chrIX,416124,419465,1,416089,419524,416086,415653,415870,286
YIR034C,chrIX,420736,419615,-1,420771,419545,420769,421045,420907,129
YIR037W,chrIX,423128,423619,1,423067,423710,423115,422828,422972,140
YIR038C,chrIX,424513,423809,-1,424543,423687,424521,424784,424653,116
YIR039C,chrIX,432111,430498,-1,432111,430399,432273,432544,432409,124
YIR041W,chrIX,433929,434303,1,433883,434303,433709,433435,433572,127
YJL223C,chrX,9138,8776,-1,9138,8686,9350,9633,9492,136
YJL222W,chrX,11475,16124,1,11483,16495,11530,11264,11397,119
YJL221C,chrX,18536,16767,-1,18824,16767,18832,19273,19053,294
YJL219W,chrX,19497,21200,1,19279,21200,19273,18832,19053,294
YJL217W,chrX,23133,23729,1,23126,23824,23049,22730,22890,172
YJL216C,chrX,26086,24341,-1,26237,24104,26238,26558,26398,173
YJL214W,chrX,26887,28596,1,26887,28596,26748,26558,26653,43
YJL213W,chrX,32163,33158,1,31822,33477,31433,31113,31273,173
YJL212C,chrX,36249,33850,-1,36277,33727,36452,36734,36593,135
YJL210W,chrX,36919,37734,1,36770,37797,36734,36452,36593,135
YJL209W,chrX,38005,39969,1,37903,40062,37966,37688,37827,131
YJL208C,chrX,41183,40194,-1,41235,40011,41208,41480,41344,125
YJL207C,chrX,47433,41389,-1,47444,41216,47388,47705,47547,170
YJL205C,chrX,50443,50139,-1,50462,49992,50421,50649,50535,81
YJL204C,chrX,53151,50629,-1,53166,50557,53109,53364,53237,108
YJL203W,chrX,53341,54183,1,53307,54418,53364,53109,53237,108
YJL201W,chrX,54379,56178,1,54376,56423,54415,54154,54285,114
YJL200C,chrX,58813,56444,-1,58944,56297,58900,59327,59114,280
YJL198W,chrX,60844,63489,1,60822,63602,60842,60528,60685,167
YJL197W,chrX,63805,67569,1,63763,67637,63800,63537,63669,116
YJL196C,chrX,68782,67850,-1,68805,67715,68795,68986,68891,44
YJL194W,chrX,69338,70879,1,69277,70996,69305,68986,69146,172
YJL192C,chrX,73414,72710,-1,73438,72603,73402,73787,73595,238
YJL191W,chrX,73787,74611,1,73766,74716,73787,73402,73595,238
YJL190C,chrX,75302,74910,-1,75318,74761,75298,75950,75624,505
YJL189W,chrX,75933,76474,1,75890,76611,75950,75298,75624,505
YJL187C,chrX,79262,76803,-1,79355,76620,79385,79707,79546,175
YJL186W,chrX,80155,81915,1,80126,82036,80153,79849,80001,157
YJL184W,chrX,83448,83819,1,83407,83881,83445,83215,83330,83
YJL183W,chrX,84068,85336,1,84003,85425,84041,83774,83908,120
YJL180C,chrX,88560,87583,-1,88565,87461,88531,88769,88650,91
YJL179W,chrX,88787,89116,1,88738,89249,88769,88531,88650,91
YJL178C,chrX,90097,89282,-1,90135,89159,90066,90849,90458,636
YJL177W,chrX,90786,91657,1,90765,91775,90849,90066,90458,636
YJL176C,chrX,94530,92053,-1,94593,91826,94525,94769,94647,97
YJL174W,chrX,95092,95922,1,94977,96165,95019,94769,94894,103
YJL173C,chrX,96529,96161,-1,96560,96084,96486,96748,96617,115
YJL172W,chrX,97737,99467,1,97698,99608,97732,97467,97600,118
YJL171C,chrX,100894,99704,-1,100932,99504,100885,101176,101031,144
YJL170C,chrX,101779,101150,-1,101887,101123,101817,102063,101940,99
YJL168C,chrX,104428,102227,-1,104521,102031,104492,104728,104610,89
YJL167W,chrX,105014,106072,1,104958,106165,104977,104728,104853,102
YJL166W,chrX,106434,106718,1,106332,106887,106413,106056,106235,210
YJL165C,chrX,109461,106894,-1,109626,106862,109587,109838,109713,104
YJL164C,chrX,111159,109966,-1,111378,109854,111336,111621,111479,138
YJL162C,chrX,115629,113878,-1,115685,113712,115641,116115,115878,327
YJL159W,chrX,120449,121690,1,120395,121992,120347,119958,120153,242
YJL158C,chrX,122948,122265,-1,122990,122195,123050,123472,123261,275
YJL157C,chrX,126328,123836,-1,126374,123679,126458,126767,126613,162
YJL156C,chrX,128952,126853,-1,129008,126691,128958,129246,129102,141
YJL155C,chrX,130643,129285,-1,130771,129127,130761,131017,130889,109
YJL154C,chrX,133935,131101,-1,133966,131045,133969,134277,134123,161
YJL153C,chrX,135933,134332,-1,135933,134186,136094,136283,136189,42
YJL151C,chrX,136773,136372,-1,136806,136306,136733,137086,136910,206
YJL149W,chrX,137379,139370,1,137334,139428,137382,137130,137256,105
YJL148W,chrX,140437,141138,1,140365,141342,140416,140080,140248,189
YJL146W,chrX,143292,144701,1,143210,144938,143196,142953,143075,96
YJL145W,chrX,145160,146044,1,145066,146157,145137,144871,145004,119
YJL143W,chrX,147101,147577,1,147071,147778,147116,146814,146965,155
YJL141C,chrX,150390,147967,-1,150487,147813,150460,150903,150682,296
YJL140W,chrX,150961,151626,1,150867,151676,150903,150500,150702,256
YJL139C,chrX,152999,151713,-1,153125,151604,153042,153229,153136,40
YJL138C,chrX,154691,153504,-1,154742,153300,154683,155018,154851,188
YJL137C,chrX,156127,154985,-1,156235,154862,156163,156411,156287,101
YJL136C,chrX,157273,156550,-1,157296,156411,157266,157722,157494,309
YJL134W,chrX,158188,159417,1,158157,159507,158202,157919,158061,136
YJL133W,chrX,160619,161563,1,160458,161703,160470,159814,160142,509
YJL131C,chrX,165348,164278,-1,165394,164176,165327,165574,165451,100
YJL130C,chrX,172752,165723,-1,173025,165623,172998,173595,173297,450
YJL129C,chrX,177306,173599,-1,177597,173535,177540,177857,177699,170
YJL128C,chrX,180103,178097,-1,180324,177956,180302,180581,180442,132
YJL127C,chrX,184220,182298,-1,184288,182298,184244,184502,184373,111
YJL126W,chrX,184501,185424,1,184494,185557,184502,184244,184373,111
YJL125C,chrX,186679,185528,-1,186731,185432,186676,186949,186813,126
YJL124C,chrX,187644,187126,-1,187810,186906,187772,188055,187914,136
YJL123C,chrX,189440,188004,-1,189448,187887,189427,189735,189581,161
YJL122W,chrX,189716,190243,1,189713,190398,189735,189427,189581,161
YJL121C,chrX,191090,190374,-1,191102,190303,191058,191297,191178,92
YJL118W,chrX,191639,192298,1,191684,192401,191711,191442,191577,122
YJL117W,chrX,192531,193466,1,192481,193628,192483,192198,192341,138
YJL116C,chrX,194873,193860,-1,195086,193544,195237,195644,195441,260
YJL115W,chrX,196287,197126,1,196211,197207,196239,195970,196105,122
YJL112W,chrX,205305,207449,1,205257,207585,205307,205040,205174,120
YJL111W,chrX,207877,209529,1,207826,209696,207869,207557,207713,165
YJL110C,chrX,211577,209922,-1,211666,209911,211605,211940,211773,188
YJL109C,chrX,217309,212000,-1,217341,211941,217305,217607,217456,155
YJL106W,chrX,221390,223327,1,221390,223449,220922,220691,220807,84
YJL104W,chrX,227327,227776,1,227305,227946,227338,227049,227194,142
YJL102W,chrX,231301,233760,1,231250,234011,231323,231061,231192,115
YJL101C,chrX,236356,234320,-1,236499,234177,236456,236860,236658,257
YJL100W,chrX,237263,239086,1,236817,239167,237284,237037,237161,100
YJL099W,chrX,239414,241654,1,239326,241741,239388,239164,239276,77
YJL098W,chrX,242082,245258,1,241955,245330,241927,241590,241759,190
YJL097W,chrX,245591,246244,1,245547,246317,245598,245357,245478,94
YJL096W,chrX,246490,246975,1,246449,247046,246490,246198,246344,145
YJL095W,chrX,247255,251691,1,247149,251771,247238,246952,247095,139
YJL094C,chrX,254442,251821,-1,254487,251671,254433,254736,254585,156
YJL093C,chrX,256812,254737,-1,256761,254623,256734,257000,256867,119
YJL092W,chrX,257423,260947,1,257242,261078,257270,257000,257135,123
YJL091C,chrX,262552,261080,-1,262552,260917,262514,262786,262650,125
YJL090C,chrX,265051,262757,-1,265106,262680,265082,265361,265222,132
YJL089W,chrX,265926,268415,1,265770,268715,265778,265506,265642,125
YJL088W,chrX,268799,269815,1,268777,269921,268899,268386,268643,366
YJL087C,chrX,272485,270002,-1,272610,269780,272535,272812,272674,130
YJL085W,chrX,272827,274698,1,272747,274817,272812,272535,272674,130
YJL084C,chrX,278002,274862,-1,278115,274731,278097,278376,278237,132
YJL083W,chrX,278841,280655,1,278841,281032,278831,278539,278685,145
YJL082W,chrX,281185,283380,1,281067,283598,280968,280665,280817,156
YJL081C,chrX,285271,283802,-1,285297,283654,285227,285529,285378,155
YJL080C,chrX,289226,285558,-1,289416,285449,289413,289715,289564,155
YJL079C,chrX,290774,289875,-1,290938,289691,291092,291450,291271,211
YJL076W,chrX,295245,298814,1,295208,298910,295230,294871,295051,212
YJL074C,chrX,302849,299157,-1,302872,299071,302842,303109,302976,120
YJL073W,chrX,303181,305118,1,303254,305222,303109,302842,302976,120
YJL072C,chrX,305862,305221,-1,305899,305079,305858,306111,305985,106
YJL071W,chrX,306132,307856,1,306047,307962,306111,305858,305985,106
YJL069C,chrX,312706,310922,-1,312747,310833,312680,312961,312821,134
YJL068C,chrX,313915,313016,-1,313932,312913,313913,314163,314038,103
YJL066C,chrX,314872,314114,-1,314910,313900,314852,315072,314962,73
YJL065C,chrX,315557,315054,-1,315591,314939,315536,315793,315665,110
YJL063C,chrX,316475,315759,-1,316514,315680,316451,316741,316596,143
YJL062W-A,chrX,316723,316980,1,316700,317177,316741,316451,316596,143
YJL062W,chrX,317284,319776,1,317259,319869,317295,317092,317194,56
YJL061W,chrX,320016,322157,1,319976,322303,320026,319758,319892,121
YJL060W,chrX,323386,324720,1,323360,324802,323389,323105,323247,137
YJL059W,chrX,324964,326190,1,324937,326280,324973,324683,324828,143
YJL058C,chrX,327873,326242,-1,327932,326179,327870,328101,327986,84
YJL057C,chrX,330121,328118,-1,330235,328057,330160,330398,330279,91
YJL056C,chrX,333073,330431,-1,333170,330258,333139,333384,333262,98
YJL054W,chrX,334265,335701,1,334257,335786,334308,334055,334182,106
YJL053W,chrX,335898,337037,1,335855,337227,335901,335621,335761,133
YJL052W,chrX,338271,339269,1,338197,339419,338050,337726,337888,177
YJL051W,chrX,339787,342255,1,339712,342345,339665,339365,339515,153
YJL050W,chrX,342522,345743,1,342474,345802,342491,342221,342356,123
YJL048C,chrX,348637,347447,-1,348880,347304,348686,348949,348818,116
YJL047C,chrX,352108,349580,-1,352228,349302,352161,352407,352284,99
YJL046W,chrX,352386,353615,1,352359,353864,352450,352161,352306,142
YJL045W,chrX,356024,357928,1,356024,358115,355914,355643,355779,124
YJL044C,chrX,359676,358300,-1,359713,358039,359666,359960,359813,147
YJL042W,chrX,361249,365445,1,361181,365600,361194,360808,361001,239
YJL041W,chrX,365784,368373,1,365726,368502,365766,365481,365624,138
YJL039C,chrX,373799,368748,-1,373956,368411,373921,374184,374053,116
YJL038C,chrX,375774,375115,-1,376093,374972,376086,376354,376220,121
YJL037W,chrX,376662,377336,1,376662,377441,376706,376354,376530,205
YJL036W,chrX,378825,380096,1,378706,380302,378739,378502,378621,90
YJL035C,chrX,381001,380249,-1,381054,380155,381004,381316,381160,165
YJL034W,chrX,381327,383375,1,381289,383571,381316,381004,381160,165
YJL033W,chrX,383837,386149,1,383811,386230,383846,383571,383709,128
YJL031C,chrX,387438,386368,-1,387499,386264,387429,387671,387550,95
YJL030W,chrX,387657,388247,1,387634,388386,387671,387429,387550,95
YJL029C,chrX,390853,388385,-1,390854,388285,390878,391243,391061,218
YJL028W,chrX,391311,391646,1,391311,391646,391243,390878,391061,218
YJL026W,chrX,392404,393603,1,392354,393744,392457,392237,392347,73
YJL025W,chrX,393967,395511,1,393889,395673,393945,393655,393800,143
YJL024C,chrX,396592,395931,-1,396634,395698,396598,396955,396777,210
YJL023C,chrX,398398,397355,-1,398390,397260,398343,398571,398457,81
YJL020C,chrX,402410,398937,-1,402489,398788,402441,402834,402638,246
YJL019W,chrX,402897,404945,1,402797,404945,402834,402441,402638,246
YJL014W,chrX,407558,409162,1,407496,409283,407564,407264,407414,153
YJL013C,chrX,411040,409493,-1,411032,409372,410976,411234,411105,111
YJL012C,chrX,413399,411234,-1,413430,411163,413382,413660,413521,131
YJL011C,chrX,414770,414285,-1,414810,414137,414767,415176,414972,262
YJL010C,chrX,419562,417562,-1,419613,417483,419550,419821,419686,124
YJL008C,chrX,421663,419957,-1,421689,419802,421644,421936,421790,145
YJL006C,chrX,424109,423138,-1,424147,423081,424130,424377,424254,100
YJL005W,chrX,425157,431237,1,425017,431378,425097,424784,424941,166
YJL004C,chrX,432200,431589,-1,432228,431307,432176,432445,432311,122
YJL003W,chrX,432644,433000,1,432597,433192,432636,432433,432535,56
YJL002C,chrX,434651,433221,-1,434707,433126,434651,434915,434783,117
YJL001W,chrX,435163,435926,1,435103,436040,435178,434915,435047,116
YJR001W,chrX,436802,438610,1,436746,438741,436792,436520,436656,125
YJR002W,chrX,438865,440646,1,438850,440697,438888,438566,438727,175
YJR004C,chrX,444861,442909,-1,445668,442766,445627,445919,445773,145
YJR005W,chrX,445923,448025,1,445866,448314,445919,445627,445773,145
YJR006W,chrX,449202,450665,1,449194,450769,449238,448957,449098,134
YJR007W,chrX,451020,451934,1,450923,452101,450958,450647,450803,164
YJR009C,chrX,454681,453683,-1,454729,453545,454893,455366,455130,326
YJR010W,chrX,456239,457774,1,456036,458128,456037,455708,455873,182
YJR010C-A,chrX,458361,458077,-1,458406,457835,458348,458607,458478,112
YJR013W,chrX,460382,461593,1,460342,461660,460371,460151,460261,73
YJR014W,chrX,461829,462425,1,461782,462525,461831,461548,461690,136
YJR016C,chrX,466208,464451,-1,466223,464288,466239,466571,466405,185
YJR017C,chrX,467033,466521,-1,467055,466286,467009,467271,467140,115
YJR019C,chrX,468281,467232,-1,468281,467165,468268,468519,468394,104
YJR021C,chrX,469579,468555,-1,469605,468457,469561,469810,469686,102
YJR022W,chrX,469784,470113,1,469756,470239,469810,469561,469686,102
YJR024C,chrX,470964,470230,-1,470975,470153,470930,471157,471044,80
YJR025C,chrX,471671,471138,-1,471706,470986,471788,472050,471919,115
YJR031C,chrX,490812,486586,-1,490888,486445,490846,491099,490973,106
YJR032W,chrX,491081,492262,1,491069,492383,491099,490846,490973,106
YJR033C,chrX,496451,492378,-1,496479,492325,496420,496669,496545,102
YJR034W,chrX,496683,497009,1,496619,497070,496696,496420,496558,129
YJR035W,chrX,497355,500612,1,497322,500761,497380,497137,497259,96
YJR036C,chrX,503391,500713,-1,503562,500600,503490,503751,503621,114
YJR040W,chrX,507746,510085,1,507691,510151,507765,507491,507628,127
YJR041C,chrX,513763,510239,-1,513811,510071,513799,514060,513930,114
YJR042W,chrX,514055,516289,1,514032,516374,514060,513799,513930,114
YJR043C,chrX,517513,516461,-1,517554,516335,517499,517758,517629,112
YJR044C,chrX,519185,518763,-1,519277,518586,519212,519476,519344,117
YJR045C,chrX,521602,519638,-1,521741,519419,521705,522040,521873,188
YJR046W,chrX,522048,523862,1,522031,523904,522040,521705,521873,188
YJR047C,chrX,525381,524908,-1,525431,524802,525554,526160,525857,459
YJR048W,chrX,526335,526664,1,526289,526838,526160,525554,525857,459
YJR049C,chrX,528476,526884,-1,528494,526773,528453,528716,528585,116
YJR050W,chrX,528697,529404,1,528686,529672,528716,528453,528585,116
YJR051W,chrX,529861,531366,1,529848,531449,529875,529619,529747,109
YJR052W,chrX,532062,533759,1,532049,533814,532053,531678,531866,228
YJR053W,chrX,534027,535751,1,533967,535751,534034,533748,533891,139
YJR055W,chrX,538772,539266,1,538762,539266,538802,538416,538609,239
YJR057W,chrX,544062,544712,1,544052,544781,544088,543831,543960,110
YJR058C,chrX,545175,544732,-1,545256,544686,545204,545423,545314,72
YJR059W,chrX,545787,548243,1,545698,548449,545744,545423,545584,174
YJR060W,chrX,548759,549814,1,548637,550023,548693,548346,548520,200
YJR062C,chrX,554849,553476,-1,554866,553136,554828,555207,555018,232
YJR063W,chrX,555195,555572,1,555167,555708,555207,554828,555018,232
YJR064W,chrX,555914,557602,1,555878,557643,555911,555632,555772,132
YJR065C,chrX,559158,557809,-1,559184,557661,559132,559434,559283,155
YJR066W,chrX,559416,566828,1,559388,566925,559434,559132,559283,155
YJR067C,chrX,567444,567019,-1,567450,566910,567405,567659,567532,107
YJR068W,chrX,567643,568704,1,567595,568777,567659,567405,567532,107
YJR069C,chrX,569399,568806,-1,569432,568653,569393,569618,569506,78
YJR070C,chrX,570598,569621,-1,570650,569491,570640,570907,570774,120
YJR072C,chrX,572124,570967,-1,572155,570897,572102,572352,572227,103
YJR073C,chrX,572935,572315,-1,572959,572232,572984,573173,573079,42
YJR075W,chrX,573981,575171,1,573932,575208,573962,573695,573829,120
YJR076C,chrX,576601,575354,-1,576637,575206,576601,576876,576739,128
YJR077C,chrX,578190,577255,-1,578216,577108,578171,578453,578312,135
YJR078W,chrX,578860,580221,1,578877,580438,578893,578605,578749,141
YJR080C,chrX,581616,580432,-1,581639,580289,581591,581848,581720,110
YJR082C,chrX,582255,581914,-1,582362,581709,582342,582605,582474,116
YJR083C,chrX,583537,582608,-1,583556,582522,583508,583755,583632,100
YJR084W,chrX,583733,585004,1,583710,585146,583755,583508,583632,100
YJR086W,chrX,586068,586400,1,586039,586446,586092,585830,585961,115
YJR088C,chrX,587373,586495,-1,587423,586366,587366,587632,587499,119
YJR089W,chrX,587718,590582,1,587644,590691,587632,587366,587499,119
YJR090C,chrX,594327,590872,-1,594619,590774,594572,594862,594717,143
YJR091C,chrX,598336,595061,-1,598363,594782,598282,598681,598482,252
YJR092W,chrX,598735,603078,1,598684,603201,598681,598319,598500,215
YJR093C,chrX,604203,603220,-1,604288,603114,604218,604493,604356,128
YJR095W,chrX,609773,610741,1,609773,610741,609321,608937,609129,237
YJR096W,chrX,611195,612043,1,611118,612145,611112,610844,610978,121
YJR097W,chrX,612413,612931,1,612350,613090,612365,612057,612211,161
YJR099W,chrX,615576,616286,1,615468,616356,615462,615185,615324,130
YJR100C,chrX,617334,616351,-1,617411,616279,617282,617560,617421,131
YJR101W,chrX,618234,619034,1,618196,619192,618206,617769,617988,290
YJR102C,chrX,619765,619157,-1,619833,619033,619814,620038,619926,77
YJR103W,chrX,620754,622490,1,620610,622545,620606,620364,620485,95
YJR104C,chrX,623014,622550,-1,623057,622479,622966,623263,623115,150
YJR105W,chrX,623581,624603,1,623538,624648,623577,623263,623420,167
YJR106W,chrX,624838,627015,1,624700,627165,624841,624600,624721,94
YJR108W,chrX,628712,629083,1,628872,629083,628940,628673,628807,120
YJR109C,chrX,632941,629585,-1,632969,629488,632891,633132,633012,94
YJR110W,chrX,633615,635681,1,633489,635840,633543,633132,633338,264
YJR112W,chrX,637030,637635,1,637011,637687,637063,636779,636921,137
YJR113C,chrX,638975,638232,-1,639027,638183,638991,639342,639167,204
YJR117W,chrX,642007,643368,1,641977,643482,642029,641701,641865,181
YJR118C,chrX,644101,643490,-1,644144,643393,644099,644373,644236,127
YJR119C,chrX,646490,644304,-1,646589,644265,646521,646904,646713,236
YJR120W,chrX,647126,647476,1,647126,647590,646904,646521,646713,236
YJR121W,chrX,647607,649142,1,647414,649402,647440,647035,647238,258
YJR122W,chrX,649776,651269,1,649709,651303,649729,649472,649601,110
YJR123W,chrX,651901,652578,1,651865,652698,651894,651255,651575,492
YJR125C,chrX,655963,654737,-1,656023,654630,655972,656236,656104,117
YJR126C,chrX,658689,656254,-1,658676,656177,658613,658896,658755,136
YJR130C,chrX,667137,665218,-1,667213,665112,667167,667406,667287,92
YJR131W,chrX,667644,669293,1,667628,669514,667656,667406,667531,103
YJR132W,chrX,669522,672668,1,669461,672832,669493,669224,669359,122
YJR133W,chrX,672991,673620,1,672878,673730,672955,672693,672824,115
YJR134C,chrX,675852,673729,-1,675893,673622,675906,676126,676016,73
YJR135C,chrX,676778,676059,-1,676822,675847,676763,676994,676879,84
YJR135W-A,chrX,676971,677234,1,676958,677332,676994,676763,676879,84
YJR136C,chrX,678706,677441,-1,678724,677346,678668,678911,678790,96
YJR137C,chrX,683285,678957,-1,683308,678810,683467,683741,683604,127
YJR138W,chrX,684567,689321,1,684540,689466,684568,684299,684434,122
YJR139C,chrX,690524,689445,-1,690588,689379,690582,690859,690721,130
YJR140C,chrX,695696,690750,-1,695749,690534,695713,695935,695824,75
YJR143C,chrX,700614,698326,-1,700673,698197,700625,700900,700763,128
YJR144W,chrX,700882,701691,1,700853,701757,700900,700625,700763,128
YJR145C,chrX,703068,702027,-1,703101,701958,703061,703612,703337,404
YJR147W,chrX,704196,705272,1,704160,705631,704100,703840,703970,113
YJR148W,chrX,705744,706874,1,705720,706937,705662,705395,705529,120
YJR150C,chrX,709707,708811,-1,709707,708704,709814,710098,709956,137
YJR151C,chrX,715740,712255,-1,715740,712185,715864,716210,716037,199
YJR152W,chrX,719666,721297,1,719666,721399,719457,719165,719311,145
YJR155W,chrX,727405,728271,1,727405,728326,727079,726891,726985,41
YJR156C,chrX,729596,728574,-1,729596,728428,729854,730087,729971,86
YJR158W,chrX,732440,734143,1,732440,734143,732187,731865,732026,175
YJR159W,chrX,736044,737117,1,736044,737272,735745,735430,735588,168
YJR160C,chrX,739816,738008,-1,739816,738008,739923,740200,740062,130
YJR161C,chrX,743999,742848,-1,744006,742848,743932,744230,744081,151
YKL224C,chrXI,2181,1810,-1,2181,1810,2420,2675,2548,108
YKL222C,chrXI,5620,3503,-1,5763,3207,5702,5946,5824,97
YKL221W,chrXI,6107,7528,1,5511,7675,5980,5702,5841,131
YKL220C,chrXI,11226,9091,-1,11226,9091,11490,11745,11618,108
YKL219W,chrXI,14485,15708,1,14535,15788,14573,14356,14465,70
YKL218C,chrXI,18339,17359,-1,18483,17159,18769,19025,18897,109
YKL217W,chrXI,22234,24084,1,22234,24224,21761,21377,21569,237
YKL216W,chrXI,25215,26159,1,25173,26476,25202,24857,25030,198
YKL215C,chrXI,30687,26827,-1,30760,26659,30691,30913,30802,75
YKL214C,chrXI,31693,31082,-1,31749,31023,31707,31949,31828,95
YKL213C,chrXI,34107,31960,-1,34145,31885,34106,34393,34250,140
YKL212W,chrXI,34543,36414,1,34369,36677,34393,34106,34250,140
YKL211C,chrXI,38153,36699,-1,38170,36502,38183,38447,38315,117
YKL210W,chrXI,39163,42237,1,39114,42329,39162,38879,39021,136
YKL209C,chrXI,46295,42423,-1,46322,42248,46341,46620,46481,132
YKL208W,chrXI,47157,47972,1,47148,48044,47208,46966,47087,95
YKL207W,chrXI,48194,48955,1,48160,49007,48207,47964,48086,96
YKL206C,chrXI,49809,49006,-1,49831,48940,49785,50068,49927,136
YKL205W,chrXI,50051,53353,1,49997,53472,50068,49785,49927,136
YKL204W,chrXI,53704,55602,1,53669,55757,53719,53463,53591,109
YKL203C,chrXI,63359,55935,-1,63539,55855,63498,63771,63635,126
YKL198C,chrXI,70220,68232,-1,70220,68116,70260,70451,70356,44
YKL197C,chrXI,73865,70734,-1,73897,70443,73856,74063,73960,60
YKL196C,chrXI,75534,74932,-1,75581,74785,75557,75845,75701,141
YKL195W,chrXI,75821,77032,1,75777,77161,75845,75557,75701,141
YKL194C,chrXI,78646,77258,-1,78683,77091,78624,78890,78757,119
YKL193C,chrXI,79882,78866,-1,79924,78756,79842,80088,79965,99
YKL192C,chrXI,80537,80160,-1,80580,80021,80527,80807,80667,133
YKL191W,chrXI,81035,82639,1,81008,82726,81048,80807,80928,94
YKL190W,chrXI,82947,83550,1,82909,83718,82961,82660,82811,154
YKL189W,chrXI,84704,85903,1,84605,86038,84626,84368,84497,111
YKL188C,chrXI,88786,86225,-1,88573,86016,88897,89296,89097,252
YKL186C,chrXI,93465,92744,-1,93348,92644,93316,93566,93441,103
YKL185W,chrXI,94499,96265,1,94151,96378,94580,94342,94461,91
YKL184W,chrXI,96757,98157,1,96605,98168,96624,96252,96438,225
YKL183W,chrXI,98721,99641,1,98578,99776,98615,98296,98456,172
YKL182W,chrXI,100671,106826,1,100347,106912,100157,99604,99881,406
YKL181W,chrXI,107316,108599,1,107140,108722,107180,106856,107018,177
YKL180W,chrXI,109269,110129,1,109248,110238,109282,108771,109027,364
YKL179C,chrXI,112503,110464,-1,112518,110236,112500,112779,112640,132
YKL176C,chrXI,117986,115500,-1,118328,115408,118295,118523,118409,81
YKL175W,chrXI,118793,120304,1,118774,120388,118775,118523,118649,105
YKL174C,chrXI,122236,120380,-1,122322,120298,122274,122529,122402,108
YKL173W,chrXI,122517,125543,1,122439,125646,122529,122274,122402,108
YKL172W,chrXI,125759,127042,1,125736,127141,125786,125481,125634,158
YKL171W,chrXI,127475,130261,1,127398,130468,127401,127024,127213,230
YKL170W,chrXI,130634,131050,1,130561,131186,130603,130306,130455,150
YKL168C,chrXI,133462,131288,-1,133490,131103,133406,133624,133515,71
YKL167C,chrXI,134134,133721,-1,134128,133512,134113,134382,134248,122
YKL166C,chrXI,135705,134509,-1,135859,134289,135850,136122,135986,125
YKL165C,chrXI,140691,137932,-1,140720,137775,140929,141234,141082,158
YKL164C,chrXI,142819,141794,-1,142897,141536,143227,143569,143398,195
YKL163W,chrXI,144401,145378,1,144401,145633,144179,143944,144062,88
YKL161C,chrXI,150687,149386,-1,150965,149128,150947,151220,151084,126
YKL160W,chrXI,153269,153706,1,153261,153774,153298,152955,153127,196
YKL159C,chrXI,154451,153816,-1,154461,153716,154408,154631,154520,76
YKL157W,chrXI,154991,158232,1,154959,158387,155015,154787,154901,81
YKL156W,chrXI,158613,159212,1,158605,159419,158647,158253,158450,247
YKL155C,chrXI,161342,159456,-1,161345,159411,161305,161574,161440,122
YKL154W,chrXI,161601,162335,1,161521,162400,161574,161305,161440,122
YKL152C,chrXI,164385,163642,-1,164408,163502,164339,164960,164650,474
YKL150W,chrXI,166400,167452,1,166476,167572,166456,166183,166320,126
YKL149C,chrXI,168829,167612,-1,168869,167483,168790,169105,168948,168
YKL148C,chrXI,171129,169207,-1,171281,169011,171284,171535,171410,104
YKL146W,chrXI,171783,173861,1,171762,173942,171797,171535,171666,115
YKL145W,chrXI,174213,175616,1,174190,175767,174188,173909,174049,132
YKL144C,chrXI,176481,175843,-1,176545,175716,176500,176777,176639,130
YKL143W,chrXI,176781,178172,1,176727,178253,176777,176500,176639,130
YKL142W,chrXI,178515,179174,1,178466,179314,178498,178161,178330,190
YKL141W,chrXI,179667,180263,1,179626,180365,179688,179411,179550,130
YKL140W,chrXI,180779,182425,1,180529,182619,180583,180349,180466,87
YKL139W,chrXI,182958,184544,1,182775,184595,182820,182555,182688,118
YKL138C-A,chrXI,185012,184803,-1,185034,184500,184989,185198,185094,62
YKL138C,chrXI,185681,185286,-1,185791,185212,185695,185943,185819,101
YKL137W,chrXI,185957,186292,1,185904,186490,185943,185695,185819,101
YKL135C,chrXI,188640,186460,-1,188763,186386,188726,188989,188858,116
YKL134C,chrXI,191442,189124,-1,191494,188947,191446,191718,191582,125
YKL132C,chrXI,194866,193574,-1,194989,193329,194998,195253,195126,108
YKL130C,chrXI,196028,195288,-1,196078,195154,196045,196354,196200,162
YKL129C,chrXI,200167,196349,-1,200237,196243,200172,200472,200322,153
YKL128C,chrXI,201771,200884,-1,201802,200784,201768,202056,201912,141
YKL127W,chrXI,203541,205253,1,203487,205397,203544,203254,203399,143
YKL126W,chrXI,205707,207749,1,205509,207822,205557,205283,205420,127
YKL125W,chrXI,208247,210130,1,208124,210289,208183,207861,208022,175
YKL124W,chrXI,210593,212332,1,210492,212513,210509,210195,210352,167
YKL122C,chrXI,212998,212495,-1,213023,212405,212978,213246,213112,121
YKL120W,chrXI,217344,218318,1,217254,218499,217259,216973,217116,139
YKL119C,chrXI,219217,218570,-1,219260,218429,219193,219439,219316,99
YKL117W,chrXI,220324,220974,1,220293,221123,220326,220032,220179,147
YKL116C,chrXI,222900,221344,-1,223082,221199,223037,223281,223159,97
YKL114C,chrXI,224455,223352,-1,224489,223271,224442,224693,224568,104
YKL113C,chrXI,225875,224727,-1,225901,224619,225874,226142,226008,121
